taz,chargingPointType,numStalls,pricingModel,feeInCents,parkingType,reservedFor
996,NoCharger,1000000,FlatFee,0.0,Commercial,
997,NoCharger,1000000,FlatFee,0.0,Commercial,
998,NoCharger,1000000,FlatFee,0.0,Commercial,
999,NoCharger,1000000,FlatFee,0.0,Commercial,
1000,NoCharger,1000000,FlatFee,0.0,Commercial,
1001,NoCharger,1000000,FlatFee,0.0,Commercial,
1002,NoCharger,1000000,FlatFee,0.0,Commercial,
1003,NoCharger,1000000,FlatFee,0.0,Commercial,
1004,NoCharger,1000000,FlatFee,0.0,Commercial,
1005,NoCharger,1000000,FlatFee,0.0,Commercial,
1006,NoCharger,1000000,FlatFee,0.0,Commercial,
1007,NoCharger,1000000,FlatFee,0.0,Commercial,
1008,NoCharger,1000000,FlatFee,0.0,Commercial,
1009,NoCharger,1000000,FlatFee,0.0,Commercial,
1010,NoCharger,1000000,FlatFee,0.0,Commercial,
1011,NoCharger,1000000,FlatFee,0.0,Commercial,
1012,NoCharger,1000000,FlatFee,0.0,Commercial,
1013,NoCharger,1000000,FlatFee,0.0,Commercial,
1014,NoCharger,1000000,FlatFee,0.0,Commercial,
1015,NoCharger,1000000,FlatFee,0.0,Commercial,
1016,NoCharger,1000000,FlatFee,0.0,Commercial,
1017,NoCharger,1000000,FlatFee,0.0,Commercial,
1018,NoCharger,1000000,FlatFee,0.0,Commercial,
1019,NoCharger,1000000,FlatFee,0.0,Commercial,
1020,NoCharger,1000000,FlatFee,0.0,Commercial,
1021,NoCharger,1000000,FlatFee,0.0,Commercial,
1022,NoCharger,1000000,FlatFee,0.0,Commercial,
1023,NoCharger,1000000,FlatFee,0.0,Commercial,
1024,NoCharger,1000000,FlatFee,0.0,Commercial,
1025,NoCharger,1000000,FlatFee,0.0,Commercial,
1026,NoCharger,1000000,FlatFee,0.0,Commercial,
1027,NoCharger,1000000,FlatFee,0.0,Commercial,
1028,NoCharger,1000000,FlatFee,0.0,Commercial,
1029,NoCharger,1000000,FlatFee,0.0,Commercial,
1030,NoCharger,1000000,FlatFee,0.0,Commercial,
1031,NoCharger,1000000,FlatFee,0.0,Commercial,
1032,NoCharger,1000000,FlatFee,0.0,Commercial,
1033,NoCharger,1000000,FlatFee,0.0,Commercial,
1034,NoCharger,1000000,FlatFee,0.0,Commercial,
1035,NoCharger,1000000,FlatFee,0.0,Commercial,
1036,NoCharger,1000000,FlatFee,0.0,Commercial,
1037,NoCharger,1000000,FlatFee,0.0,Commercial,
1038,NoCharger,1000000,FlatFee,0.0,Commercial,
1039,NoCharger,1000000,FlatFee,0.0,Commercial,
1040,NoCharger,1000000,FlatFee,0.0,Commercial,
1041,NoCharger,1000000,FlatFee,0.0,Commercial,
1042,NoCharger,1000000,FlatFee,0.0,Commercial,
1043,NoCharger,1000000,FlatFee,0.0,Commercial,
1044,NoCharger,1000000,FlatFee,0.0,Commercial,
1045,NoCharger,1000000,FlatFee,0.0,Commercial,
1046,NoCharger,1000000,FlatFee,0.0,Commercial,
1047,NoCharger,1000000,FlatFee,0.0,Commercial,
1048,NoCharger,1000000,FlatFee,0.0,Commercial,
1049,NoCharger,1000000,FlatFee,0.0,Commercial,
1050,NoCharger,1000000,FlatFee,0.0,Commercial,
1051,NoCharger,1000000,FlatFee,0.0,Commercial,
1052,NoCharger,1000000,FlatFee,0.0,Commercial,
1053,NoCharger,1000000,FlatFee,0.0,Commercial,
1054,NoCharger,1000000,FlatFee,0.0,Commercial,
1055,NoCharger,1000000,FlatFee,0.0,Commercial,
1056,NoCharger,1000000,FlatFee,0.0,Commercial,
1057,NoCharger,1000000,FlatFee,0.0,Commercial,
1058,NoCharger,1000000,FlatFee,0.0,Commercial,
1059,NoCharger,1000000,FlatFee,0.0,Commercial,
1060,NoCharger,1000000,FlatFee,0.0,Commercial,
1061,NoCharger,1000000,FlatFee,0.0,Commercial,
1062,NoCharger,1000000,FlatFee,0.0,Commercial,
1063,NoCharger,1000000,FlatFee,0.0,Commercial,
1064,NoCharger,1000000,FlatFee,0.0,Commercial,
1065,NoCharger,1000000,FlatFee,0.0,Commercial,
1066,NoCharger,1000000,FlatFee,0.0,Commercial,
1067,NoCharger,1000000,FlatFee,0.0,Commercial,
1068,NoCharger,1000000,FlatFee,0.0,Commercial,
1069,NoCharger,1000000,FlatFee,0.0,Commercial,
1070,NoCharger,1000000,FlatFee,0.0,Commercial,
1071,NoCharger,1000000,FlatFee,0.0,Commercial,
1072,NoCharger,1000000,FlatFee,0.0,Commercial,
1073,NoCharger,1000000,FlatFee,0.0,Commercial,
1074,NoCharger,1000000,FlatFee,0.0,Commercial,
1075,NoCharger,1000000,FlatFee,0.0,Commercial,
1076,NoCharger,1000000,FlatFee,0.0,Commercial,
1077,NoCharger,1000000,FlatFee,0.0,Commercial,
1078,NoCharger,1000000,FlatFee,0.0,Commercial,
1079,NoCharger,1000000,FlatFee,0.0,Commercial,
1080,NoCharger,1000000,FlatFee,0.0,Commercial,
1081,NoCharger,1000000,FlatFee,0.0,Commercial,
1082,NoCharger,1000000,FlatFee,0.0,Commercial,
1083,NoCharger,1000000,FlatFee,0.0,Commercial,
1084,NoCharger,1000000,FlatFee,0.0,Commercial,
1085,NoCharger,1000000,FlatFee,0.0,Commercial,
1086,NoCharger,1000000,FlatFee,0.0,Commercial,
1087,NoCharger,1000000,FlatFee,0.0,Commercial,
1088,NoCharger,1000000,FlatFee,0.0,Commercial,
1089,NoCharger,1000000,FlatFee,0.0,Commercial,
1090,NoCharger,1000000,FlatFee,0.0,Commercial,
1091,NoCharger,1000000,FlatFee,0.0,Commercial,
1092,NoCharger,1000000,FlatFee,0.0,Commercial,
1093,NoCharger,1000000,FlatFee,0.0,Commercial,
1094,NoCharger,1000000,FlatFee,0.0,Commercial,
1095,NoCharger,1000000,FlatFee,0.0,Commercial,
1096,NoCharger,1000000,FlatFee,0.0,Commercial,
1097,NoCharger,1000000,FlatFee,0.0,Commercial,
1098,NoCharger,1000000,FlatFee,0.0,Commercial,
1099,NoCharger,1000000,FlatFee,0.0,Commercial,
1100,NoCharger,1000000,FlatFee,0.0,Commercial,
1101,NoCharger,1000000,FlatFee,0.0,Commercial,
1102,NoCharger,1000000,FlatFee,0.0,Commercial,
1103,NoCharger,1000000,FlatFee,0.0,Commercial,
1104,NoCharger,1000000,FlatFee,0.0,Commercial,
1105,NoCharger,1000000,FlatFee,0.0,Commercial,
1106,NoCharger,1000000,FlatFee,0.0,Commercial,
1107,NoCharger,1000000,FlatFee,0.0,Commercial,
1108,NoCharger,1000000,FlatFee,0.0,Commercial,
1109,NoCharger,1000000,FlatFee,0.0,Commercial,
1110,NoCharger,1000000,FlatFee,0.0,Commercial,
1111,NoCharger,1000000,FlatFee,0.0,Commercial,
1112,NoCharger,1000000,FlatFee,0.0,Commercial,
1113,NoCharger,1000000,FlatFee,0.0,Commercial,
1114,NoCharger,1000000,FlatFee,0.0,Commercial,
1115,NoCharger,1000000,FlatFee,0.0,Commercial,
1116,NoCharger,1000000,FlatFee,0.0,Commercial,
1117,NoCharger,1000000,FlatFee,0.0,Commercial,
1118,NoCharger,1000000,FlatFee,0.0,Commercial,
1119,NoCharger,1000000,FlatFee,0.0,Commercial,
1120,NoCharger,1000000,FlatFee,0.0,Commercial,
1121,NoCharger,1000000,FlatFee,0.0,Commercial,
1122,NoCharger,1000000,FlatFee,0.0,Commercial,
1123,NoCharger,1000000,FlatFee,0.0,Commercial,
1124,NoCharger,1000000,FlatFee,0.0,Commercial,
1125,NoCharger,1000000,FlatFee,0.0,Commercial,
1126,NoCharger,1000000,FlatFee,0.0,Commercial,
1127,NoCharger,1000000,FlatFee,0.0,Commercial,
1128,NoCharger,1000000,FlatFee,0.0,Commercial,
1129,NoCharger,1000000,FlatFee,0.0,Commercial,
1130,NoCharger,1000000,FlatFee,0.0,Commercial,
1131,NoCharger,1000000,FlatFee,0.0,Commercial,
1132,NoCharger,1000000,FlatFee,0.0,Commercial,
1133,NoCharger,1000000,FlatFee,0.0,Commercial,
1134,NoCharger,1000000,FlatFee,0.0,Commercial,
1135,NoCharger,1000000,FlatFee,0.0,Commercial,
1136,NoCharger,1000000,FlatFee,0.0,Commercial,
1137,NoCharger,1000000,FlatFee,0.0,Commercial,
1138,NoCharger,1000000,FlatFee,0.0,Commercial,
1139,NoCharger,1000000,FlatFee,0.0,Commercial,
1140,NoCharger,1000000,FlatFee,0.0,Commercial,
1141,NoCharger,1000000,FlatFee,0.0,Commercial,
1142,NoCharger,1000000,FlatFee,0.0,Commercial,
1143,NoCharger,1000000,FlatFee,0.0,Commercial,
1144,NoCharger,1000000,FlatFee,0.0,Commercial,
1145,NoCharger,1000000,FlatFee,0.0,Commercial,
1146,NoCharger,1000000,FlatFee,0.0,Commercial,
1147,NoCharger,1000000,FlatFee,0.0,Commercial,
1148,NoCharger,1000000,FlatFee,0.0,Commercial,
1149,NoCharger,1000000,FlatFee,0.0,Commercial,
1150,NoCharger,1000000,FlatFee,0.0,Commercial,
1151,NoCharger,1000000,FlatFee,0.0,Commercial,
1152,NoCharger,1000000,FlatFee,0.0,Commercial,
1153,NoCharger,1000000,FlatFee,0.0,Commercial,
1154,NoCharger,1000000,FlatFee,0.0,Commercial,
1155,NoCharger,1000000,FlatFee,0.0,Commercial,
1156,NoCharger,1000000,FlatFee,0.0,Commercial,
1157,NoCharger,1000000,FlatFee,0.0,Commercial,
1158,NoCharger,1000000,FlatFee,0.0,Commercial,
1159,NoCharger,1000000,FlatFee,0.0,Commercial,
1160,NoCharger,1000000,FlatFee,0.0,Commercial,
1161,NoCharger,1000000,FlatFee,0.0,Commercial,
1162,NoCharger,1000000,FlatFee,0.0,Commercial,
1163,NoCharger,1000000,FlatFee,0.0,Commercial,
1164,NoCharger,1000000,FlatFee,0.0,Commercial,
1165,NoCharger,1000000,FlatFee,0.0,Commercial,
1166,NoCharger,1000000,FlatFee,0.0,Commercial,
1167,NoCharger,1000000,FlatFee,0.0,Commercial,
1168,NoCharger,1000000,FlatFee,0.0,Commercial,
1169,NoCharger,1000000,FlatFee,0.0,Commercial,
1170,NoCharger,1000000,FlatFee,0.0,Commercial,
1171,NoCharger,1000000,FlatFee,0.0,Commercial,
1172,NoCharger,1000000,FlatFee,0.0,Commercial,
1173,NoCharger,1000000,FlatFee,0.0,Commercial,
1174,NoCharger,1000000,FlatFee,0.0,Commercial,
1175,NoCharger,1000000,FlatFee,0.0,Commercial,
1176,NoCharger,1000000,FlatFee,0.0,Commercial,
1177,NoCharger,1000000,FlatFee,0.0,Commercial,
1178,NoCharger,1000000,FlatFee,0.0,Commercial,
1179,NoCharger,1000000,FlatFee,0.0,Commercial,
1180,NoCharger,1000000,FlatFee,0.0,Commercial,
1181,NoCharger,1000000,FlatFee,0.0,Commercial,
1182,NoCharger,1000000,FlatFee,0.0,Commercial,
1183,NoCharger,1000000,FlatFee,0.0,Commercial,
1184,NoCharger,1000000,FlatFee,0.0,Commercial,
1185,NoCharger,1000000,FlatFee,0.0,Commercial,
1186,NoCharger,1000000,FlatFee,0.0,Commercial,
1187,NoCharger,1000000,FlatFee,0.0,Commercial,
1188,NoCharger,1000000,FlatFee,0.0,Commercial,
1189,NoCharger,1000000,FlatFee,0.0,Commercial,
1190,NoCharger,1000000,FlatFee,0.0,Commercial,
1191,NoCharger,1000000,FlatFee,0.0,Commercial,
1192,NoCharger,1000000,FlatFee,0.0,Commercial,
1193,NoCharger,1000000,FlatFee,0.0,Commercial,
1194,NoCharger,1000000,FlatFee,0.0,Commercial,
1195,NoCharger,1000000,FlatFee,0.0,Commercial,
1196,NoCharger,1000000,FlatFee,0.0,Commercial,
1197,NoCharger,1000000,FlatFee,0.0,Commercial,
1198,NoCharger,1000000,FlatFee,0.0,Commercial,
1199,NoCharger,1000000,FlatFee,0.0,Commercial,
1200,NoCharger,1000000,FlatFee,0.0,Commercial,
1201,NoCharger,1000000,FlatFee,0.0,Commercial,
1202,NoCharger,1000000,FlatFee,0.0,Commercial,
1203,NoCharger,1000000,FlatFee,0.0,Commercial,
1204,NoCharger,1000000,FlatFee,0.0,Commercial,
1205,NoCharger,1000000,FlatFee,0.0,Commercial,
1206,NoCharger,1000000,FlatFee,0.0,Commercial,
1207,NoCharger,1000000,FlatFee,0.0,Commercial,
1208,NoCharger,1000000,FlatFee,0.0,Commercial,
1209,NoCharger,1000000,FlatFee,0.0,Commercial,
1210,NoCharger,1000000,FlatFee,0.0,Commercial,
1211,NoCharger,1000000,FlatFee,0.0,Commercial,
1212,NoCharger,1000000,FlatFee,0.0,Commercial,
1213,NoCharger,1000000,FlatFee,0.0,Commercial,
1214,NoCharger,1000000,FlatFee,0.0,Commercial,
1215,NoCharger,1000000,FlatFee,0.0,Commercial,
1216,NoCharger,1000000,FlatFee,0.0,Commercial,
1217,NoCharger,1000000,FlatFee,0.0,Commercial,
1218,NoCharger,1000000,FlatFee,0.0,Commercial,
1219,NoCharger,1000000,FlatFee,0.0,Commercial,
1220,NoCharger,1000000,FlatFee,0.0,Commercial,
1221,NoCharger,1000000,FlatFee,0.0,Commercial,
1222,NoCharger,1000000,FlatFee,0.0,Commercial,
1223,NoCharger,1000000,FlatFee,0.0,Commercial,
1224,NoCharger,1000000,FlatFee,0.0,Commercial,
1225,NoCharger,1000000,FlatFee,0.0,Commercial,
1226,NoCharger,1000000,FlatFee,0.0,Commercial,
1227,NoCharger,1000000,FlatFee,0.0,Commercial,
1228,NoCharger,1000000,FlatFee,0.0,Commercial,
1229,NoCharger,1000000,FlatFee,0.0,Commercial,
1230,NoCharger,1000000,FlatFee,0.0,Commercial,
1231,NoCharger,1000000,FlatFee,0.0,Commercial,
1232,NoCharger,1000000,FlatFee,0.0,Commercial,
1233,NoCharger,1000000,FlatFee,0.0,Commercial,
1234,NoCharger,1000000,FlatFee,0.0,Commercial,
1235,NoCharger,1000000,FlatFee,0.0,Commercial,
1236,NoCharger,1000000,FlatFee,0.0,Commercial,
1237,NoCharger,1000000,FlatFee,0.0,Commercial,
1238,NoCharger,1000000,FlatFee,0.0,Commercial,
1239,NoCharger,1000000,FlatFee,0.0,Commercial,
1240,NoCharger,1000000,FlatFee,0.0,Commercial,
1241,NoCharger,1000000,FlatFee,0.0,Commercial,
1242,NoCharger,1000000,FlatFee,0.0,Commercial,
1243,NoCharger,1000000,FlatFee,0.0,Commercial,
1244,NoCharger,1000000,FlatFee,0.0,Commercial,
1245,NoCharger,1000000,FlatFee,0.0,Commercial,
1246,NoCharger,1000000,FlatFee,0.0,Commercial,
1247,NoCharger,1000000,FlatFee,0.0,Commercial,
1248,NoCharger,1000000,FlatFee,0.0,Commercial,
1249,NoCharger,1000000,FlatFee,0.0,Commercial,
1250,NoCharger,1000000,FlatFee,0.0,Commercial,
1251,NoCharger,1000000,FlatFee,0.0,Commercial,
1252,NoCharger,1000000,FlatFee,0.0,Commercial,
1253,NoCharger,1000000,FlatFee,0.0,Commercial,
1254,NoCharger,1000000,FlatFee,0.0,Commercial,
1255,NoCharger,1000000,FlatFee,0.0,Commercial,
1256,NoCharger,1000000,FlatFee,0.0,Commercial,
1257,NoCharger,1000000,FlatFee,0.0,Commercial,
1258,NoCharger,1000000,FlatFee,0.0,Commercial,
1259,NoCharger,1000000,FlatFee,0.0,Commercial,
1260,NoCharger,1000000,FlatFee,0.0,Commercial,
1261,NoCharger,1000000,FlatFee,0.0,Commercial,
1262,NoCharger,1000000,FlatFee,0.0,Commercial,
1263,NoCharger,1000000,FlatFee,0.0,Commercial,
1264,NoCharger,1000000,FlatFee,0.0,Commercial,
1265,NoCharger,1000000,FlatFee,0.0,Commercial,
1266,NoCharger,1000000,FlatFee,0.0,Commercial,
1267,NoCharger,1000000,FlatFee,0.0,Commercial,
1268,NoCharger,1000000,FlatFee,0.0,Commercial,
1269,NoCharger,1000000,FlatFee,0.0,Commercial,
1270,NoCharger,1000000,FlatFee,0.0,Commercial,
1271,NoCharger,1000000,FlatFee,0.0,Commercial,
1272,NoCharger,1000000,FlatFee,0.0,Commercial,
1273,NoCharger,1000000,FlatFee,0.0,Commercial,
1274,NoCharger,1000000,FlatFee,0.0,Commercial,
1275,NoCharger,1000000,FlatFee,0.0,Commercial,
1276,NoCharger,1000000,FlatFee,0.0,Commercial,
1277,NoCharger,1000000,FlatFee,0.0,Commercial,
1278,NoCharger,1000000,FlatFee,0.0,Commercial,
1279,NoCharger,1000000,FlatFee,0.0,Commercial,
1280,NoCharger,1000000,FlatFee,0.0,Commercial,
1281,NoCharger,1000000,FlatFee,0.0,Commercial,
1282,NoCharger,1000000,FlatFee,0.0,Commercial,
1283,NoCharger,1000000,FlatFee,0.0,Commercial,
1284,NoCharger,1000000,FlatFee,0.0,Commercial,
1285,NoCharger,1000000,FlatFee,0.0,Commercial,
1286,NoCharger,1000000,FlatFee,0.0,Commercial,
1287,NoCharger,1000000,FlatFee,0.0,Commercial,
1288,NoCharger,1000000,FlatFee,0.0,Commercial,
1289,NoCharger,1000000,FlatFee,0.0,Commercial,
1290,NoCharger,1000000,FlatFee,0.0,Commercial,
1291,NoCharger,1000000,FlatFee,0.0,Commercial,
1292,NoCharger,1000000,FlatFee,0.0,Commercial,
1293,NoCharger,1000000,FlatFee,0.0,Commercial,
1294,NoCharger,1000000,FlatFee,0.0,Commercial,
1295,NoCharger,1000000,FlatFee,0.0,Commercial,
1296,NoCharger,1000000,FlatFee,0.0,Commercial,
1297,NoCharger,1000000,FlatFee,0.0,Commercial,
1298,NoCharger,1000000,FlatFee,0.0,Commercial,
1299,NoCharger,1000000,FlatFee,0.0,Commercial,
1300,NoCharger,1000000,FlatFee,0.0,Commercial,
1301,NoCharger,1000000,FlatFee,0.0,Commercial,
1302,NoCharger,1000000,FlatFee,0.0,Commercial,
1303,NoCharger,1000000,FlatFee,0.0,Commercial,
1304,NoCharger,1000000,FlatFee,0.0,Commercial,
1305,NoCharger,1000000,FlatFee,0.0,Commercial,
1306,NoCharger,1000000,FlatFee,0.0,Commercial,
1307,NoCharger,1000000,FlatFee,0.0,Commercial,
1308,NoCharger,1000000,FlatFee,0.0,Commercial,
1309,NoCharger,1000000,FlatFee,0.0,Commercial,
1310,NoCharger,1000000,FlatFee,0.0,Commercial,
1311,NoCharger,1000000,FlatFee,0.0,Commercial,
1312,NoCharger,1000000,FlatFee,0.0,Commercial,
1313,NoCharger,1000000,FlatFee,0.0,Commercial,
1314,NoCharger,1000000,FlatFee,0.0,Commercial,
1315,NoCharger,1000000,FlatFee,0.0,Commercial,
1316,NoCharger,1000000,FlatFee,0.0,Commercial,
1317,NoCharger,1000000,FlatFee,0.0,Commercial,
1318,NoCharger,1000000,FlatFee,0.0,Commercial,
1319,NoCharger,1000000,FlatFee,0.0,Commercial,
1320,NoCharger,1000000,FlatFee,0.0,Commercial,
1321,NoCharger,1000000,FlatFee,0.0,Commercial,
1322,NoCharger,1000000,FlatFee,0.0,Commercial,
1323,NoCharger,1000000,FlatFee,0.0,Commercial,
1324,NoCharger,1000000,FlatFee,0.0,Commercial,
1325,NoCharger,1000000,FlatFee,0.0,Commercial,
1326,NoCharger,1000000,FlatFee,0.0,Commercial,
1327,NoCharger,1000000,FlatFee,0.0,Commercial,
1328,NoCharger,1000000,FlatFee,0.0,Commercial,
1329,NoCharger,1000000,FlatFee,0.0,Commercial,
1330,NoCharger,1000000,FlatFee,0.0,Commercial,
1331,NoCharger,1000000,FlatFee,0.0,Commercial,
1332,NoCharger,1000000,FlatFee,0.0,Commercial,
1333,NoCharger,1000000,FlatFee,0.0,Commercial,
1334,NoCharger,1000000,FlatFee,0.0,Commercial,
1335,NoCharger,1000000,FlatFee,0.0,Commercial,
1336,NoCharger,1000000,FlatFee,0.0,Commercial,
1337,NoCharger,1000000,FlatFee,0.0,Commercial,
1338,NoCharger,1000000,FlatFee,0.0,Commercial,
1339,NoCharger,1000000,FlatFee,0.0,Commercial,
1340,NoCharger,1000000,FlatFee,0.0,Commercial,
1341,NoCharger,1000000,FlatFee,0.0,Commercial,
1342,NoCharger,1000000,FlatFee,0.0,Commercial,
1343,NoCharger,1000000,FlatFee,0.0,Commercial,
1344,NoCharger,1000000,FlatFee,0.0,Commercial,
1345,NoCharger,1000000,FlatFee,0.0,Commercial,
1346,NoCharger,1000000,FlatFee,0.0,Commercial,
1347,NoCharger,1000000,FlatFee,0.0,Commercial,
1348,NoCharger,1000000,FlatFee,0.0,Commercial,
1349,NoCharger,1000000,FlatFee,0.0,Commercial,
1350,NoCharger,1000000,FlatFee,0.0,Commercial,
1351,NoCharger,1000000,FlatFee,0.0,Commercial,
1352,NoCharger,1000000,FlatFee,0.0,Commercial,
1353,NoCharger,1000000,FlatFee,0.0,Commercial,
1354,NoCharger,1000000,FlatFee,0.0,Commercial,
1355,NoCharger,1000000,FlatFee,0.0,Commercial,
1356,NoCharger,1000000,FlatFee,0.0,Commercial,
1357,NoCharger,1000000,FlatFee,0.0,Commercial,
1358,NoCharger,1000000,FlatFee,0.0,Commercial,
1359,NoCharger,1000000,FlatFee,0.0,Commercial,
1360,NoCharger,1000000,FlatFee,0.0,Commercial,
1361,NoCharger,1000000,FlatFee,0.0,Commercial,
1362,NoCharger,1000000,FlatFee,0.0,Commercial,
1363,NoCharger,1000000,FlatFee,0.0,Commercial,
1364,NoCharger,1000000,FlatFee,0.0,Commercial,
1365,NoCharger,1000000,FlatFee,0.0,Commercial,
1366,NoCharger,1000000,FlatFee,0.0,Commercial,
1367,NoCharger,1000000,FlatFee,0.0,Commercial,
1368,NoCharger,1000000,FlatFee,0.0,Commercial,
1369,NoCharger,1000000,FlatFee,0.0,Commercial,
1370,NoCharger,1000000,FlatFee,0.0,Commercial,
1371,NoCharger,1000000,FlatFee,0.0,Commercial,
1372,NoCharger,1000000,FlatFee,0.0,Commercial,
1373,NoCharger,1000000,FlatFee,0.0,Commercial,
1374,NoCharger,1000000,FlatFee,0.0,Commercial,
1375,NoCharger,1000000,FlatFee,0.0,Commercial,
1376,NoCharger,1000000,FlatFee,0.0,Commercial,
1377,NoCharger,1000000,FlatFee,0.0,Commercial,
1378,NoCharger,1000000,FlatFee,0.0,Commercial,
1379,NoCharger,1000000,FlatFee,0.0,Commercial,
1380,NoCharger,1000000,FlatFee,0.0,Commercial,
1381,NoCharger,1000000,FlatFee,0.0,Commercial,
1382,NoCharger,1000000,FlatFee,0.0,Commercial,
1383,NoCharger,1000000,FlatFee,0.0,Commercial,
1384,NoCharger,1000000,FlatFee,0.0,Commercial,
1385,NoCharger,1000000,FlatFee,0.0,Commercial,
1386,NoCharger,1000000,FlatFee,0.0,Commercial,
1387,NoCharger,1000000,FlatFee,0.0,Commercial,
1388,NoCharger,1000000,FlatFee,0.0,Commercial,
1389,NoCharger,1000000,FlatFee,0.0,Commercial,
1390,NoCharger,1000000,FlatFee,0.0,Commercial,
1391,NoCharger,1000000,FlatFee,0.0,Commercial,
1392,NoCharger,1000000,FlatFee,0.0,Commercial,
1393,NoCharger,1000000,FlatFee,0.0,Commercial,
1394,NoCharger,1000000,FlatFee,0.0,Commercial,
1395,NoCharger,1000000,FlatFee,0.0,Commercial,
1396,NoCharger,1000000,FlatFee,0.0,Commercial,
1397,NoCharger,1000000,FlatFee,0.0,Commercial,
1398,NoCharger,1000000,FlatFee,0.0,Commercial,
1399,NoCharger,1000000,FlatFee,0.0,Commercial,
1400,NoCharger,1000000,FlatFee,0.0,Commercial,
1401,NoCharger,1000000,FlatFee,0.0,Commercial,
1402,NoCharger,1000000,FlatFee,0.0,Commercial,
1403,NoCharger,1000000,FlatFee,0.0,Commercial,
1404,NoCharger,1000000,FlatFee,0.0,Commercial,
1405,NoCharger,1000000,FlatFee,0.0,Commercial,
1406,NoCharger,1000000,FlatFee,0.0,Commercial,
1407,NoCharger,1000000,FlatFee,0.0,Commercial,
1408,NoCharger,1000000,FlatFee,0.0,Commercial,
1409,NoCharger,1000000,FlatFee,0.0,Commercial,
1410,NoCharger,1000000,FlatFee,0.0,Commercial,
1411,NoCharger,1000000,FlatFee,0.0,Commercial,
1412,NoCharger,1000000,FlatFee,0.0,Commercial,
1413,NoCharger,1000000,FlatFee,0.0,Commercial,
1414,NoCharger,1000000,FlatFee,0.0,Commercial,
1415,NoCharger,1000000,FlatFee,0.0,Commercial,
1416,NoCharger,1000000,FlatFee,0.0,Commercial,
1417,NoCharger,1000000,FlatFee,0.0,Commercial,
1418,NoCharger,1000000,FlatFee,0.0,Commercial,
1419,NoCharger,1000000,FlatFee,0.0,Commercial,
1420,NoCharger,1000000,FlatFee,0.0,Commercial,
1421,NoCharger,1000000,FlatFee,0.0,Commercial,
1422,NoCharger,1000000,FlatFee,0.0,Commercial,
1423,NoCharger,1000000,FlatFee,0.0,Commercial,
1424,NoCharger,1000000,FlatFee,0.0,Commercial,
1425,NoCharger,1000000,FlatFee,0.0,Commercial,
1426,NoCharger,1000000,FlatFee,0.0,Commercial,
1427,NoCharger,1000000,FlatFee,0.0,Commercial,
1428,NoCharger,1000000,FlatFee,0.0,Commercial,
1429,NoCharger,1000000,FlatFee,0.0,Commercial,
1430,NoCharger,1000000,FlatFee,0.0,Commercial,
1431,NoCharger,1000000,FlatFee,0.0,Commercial,
1432,NoCharger,1000000,FlatFee,0.0,Commercial,
1433,NoCharger,1000000,FlatFee,0.0,Commercial,
1434,NoCharger,1000000,FlatFee,0.0,Commercial,
1435,NoCharger,1000000,FlatFee,0.0,Commercial,
1436,NoCharger,1000000,FlatFee,0.0,Commercial,
1437,NoCharger,1000000,FlatFee,0.0,Commercial,
1438,NoCharger,1000000,FlatFee,0.0,Commercial,
1439,NoCharger,1000000,FlatFee,0.0,Commercial,
1440,NoCharger,1000000,FlatFee,0.0,Commercial,
1441,NoCharger,1000000,FlatFee,0.0,Commercial,
1442,NoCharger,1000000,FlatFee,0.0,Commercial,
1443,NoCharger,1000000,FlatFee,0.0,Commercial,
1444,NoCharger,1000000,FlatFee,0.0,Commercial,
1445,NoCharger,1000000,FlatFee,0.0,Commercial,
1446,NoCharger,1000000,FlatFee,0.0,Commercial,
1447,NoCharger,1000000,FlatFee,0.0,Commercial,
1448,NoCharger,1000000,FlatFee,0.0,Commercial,
1449,NoCharger,1000000,FlatFee,0.0,Commercial,
1450,NoCharger,1000000,FlatFee,0.0,Commercial,
1451,NoCharger,1000000,FlatFee,0.0,Commercial,
1452,NoCharger,1000000,FlatFee,0.0,Commercial,
1453,NoCharger,1000000,FlatFee,0.0,Commercial,
1454,NoCharger,1000000,FlatFee,0.0,Commercial,
1455,NoCharger,1000000,FlatFee,0.0,Commercial,
1456,NoCharger,1000000,FlatFee,0.0,Commercial,
1457,NoCharger,1000000,FlatFee,0.0,Commercial,
1458,NoCharger,1000000,FlatFee,0.0,Commercial,
1459,NoCharger,1000000,FlatFee,0.0,Commercial,
1460,NoCharger,1000000,FlatFee,0.0,Commercial,
1461,NoCharger,1000000,FlatFee,0.0,Commercial,
1462,NoCharger,1000000,FlatFee,0.0,Commercial,
1463,NoCharger,1000000,FlatFee,0.0,Commercial,
1464,NoCharger,1000000,FlatFee,0.0,Commercial,
1465,NoCharger,1000000,FlatFee,0.0,Commercial,
1466,NoCharger,1000000,FlatFee,0.0,Commercial,
1467,NoCharger,1000000,FlatFee,0.0,Commercial,
1468,NoCharger,1000000,FlatFee,0.0,Commercial,
1469,NoCharger,1000000,FlatFee,0.0,Commercial,
1470,NoCharger,1000000,FlatFee,0.0,Commercial,
1471,NoCharger,1000000,FlatFee,0.0,Commercial,
1472,NoCharger,1000000,FlatFee,0.0,Commercial,
1473,NoCharger,1000000,FlatFee,0.0,Commercial,
1474,NoCharger,1000000,FlatFee,0.0,Commercial,
1475,NoCharger,1000000,FlatFee,0.0,Commercial,
1476,NoCharger,1000000,FlatFee,0.0,Commercial,
