taz,chargingPointType,numStalls,pricingModel,feeInCents,parkingType,timeRestrictions,reservedFor
2222,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2223,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2224,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2225,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2226,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2227,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2228,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2229,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2230,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2231,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2232,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2233,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2234,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2235,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2236,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2237,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2238,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2239,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2240,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2241,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2242,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2243,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2244,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2245,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2246,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2247,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2248,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2249,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2250,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2251,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2252,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2253,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2254,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2255,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2256,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2257,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2258,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2259,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2260,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2261,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2262,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2263,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2264,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2265,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2266,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2267,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2268,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2269,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2270,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2271,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2272,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2273,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2274,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2275,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2276,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2277,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2278,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2279,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2280,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2281,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2282,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2283,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2284,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2285,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2286,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2287,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2288,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2289,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2290,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2291,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2292,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2293,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2294,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2295,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2296,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2297,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2298,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2299,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2300,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2301,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2302,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2303,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2304,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2305,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2306,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2307,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2308,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2309,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2310,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2311,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2312,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2313,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2314,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2315,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2316,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2317,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2318,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2319,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2320,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2321,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2322,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2323,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2324,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2325,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2326,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2327,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2328,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2329,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2330,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2331,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2332,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2333,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2334,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2335,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2336,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2337,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2338,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2339,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2340,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2341,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2342,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2343,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2344,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2345,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2346,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2347,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2348,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2349,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2350,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2351,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2352,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2353,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2354,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2355,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2356,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2357,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2358,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2359,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2360,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2361,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2362,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2363,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2364,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2365,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2366,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2367,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2368,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2369,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2370,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2371,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2372,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2373,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2374,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2375,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2376,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2377,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2378,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2379,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2380,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2381,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2382,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2383,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2384,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2385,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2386,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2387,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2388,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2389,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2390,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2391,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2392,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2393,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2394,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2395,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2396,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2397,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2398,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2399,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2400,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2401,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2402,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2403,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2404,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2405,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2406,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2407,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2408,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2409,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2410,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2411,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2412,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2413,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2414,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2415,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2416,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2417,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2418,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2419,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2420,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2421,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2422,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2423,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2424,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2425,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2426,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2427,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2428,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2429,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2430,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2431,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2432,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2433,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2434,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2435,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2436,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2437,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2438,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2439,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2440,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2441,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2442,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2443,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2444,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2445,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2446,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2447,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2448,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2449,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2450,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2451,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2452,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2453,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2454,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2455,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2456,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2457,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2458,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2459,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2460,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2461,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2462,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2463,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2464,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2465,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2466,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2467,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2468,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2469,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2470,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2471,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2472,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2473,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2474,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2475,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2476,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2477,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2478,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2479,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2480,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2481,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2482,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2483,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2484,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2485,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2486,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2487,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2488,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2489,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2490,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2491,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2492,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2493,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2494,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2495,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2496,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2497,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2498,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2499,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2500,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2501,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2502,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2503,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2504,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2505,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2506,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2507,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2508,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2509,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2510,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2511,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2512,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2513,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2514,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2515,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2516,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2517,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2518,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2519,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2520,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2521,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2522,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2523,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2524,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2525,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2526,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2527,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2528,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2529,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2530,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2531,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2532,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2533,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2534,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2535,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2536,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2537,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2538,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2539,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2540,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2541,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2542,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2543,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2544,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2545,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2546,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2547,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2548,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2549,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2550,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2551,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2552,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
2553,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
