taz,parkingType,chargingPointType,numStalls,pricingModel,feeInCents,reservedFor
1375,Residential,Level2,2147483647,flatFee,0,
1376,Workplace,None,2147483647,flatFee,0,
1376,Workplace,Level2,2147483647,flatFee,0,
1376,Public,None,2147483647,flatFee,0,
1376,Public,Level2,2147483647,flatFee,0,
1376,Residential,None,2147483647,flatFee,0,
1376,Residential,Level2,2147483647,flatFee,0,
1377,Workplace,None,2147483647,flatFee,0,
1377,Workplace,Level2,2147483647,flatFee,0,
1377,Public,None,2147483647,flatFee,0,
1377,Public,Level2,2147483647,flatFee,0,
1377,Residential,None,2147483647,flatFee,0,
1377,Residential,Level2,2147483647,flatFee,0,
1378,Workplace,None,2147483647,flatFee,0,
1378,Workplace,Level2,2147483647,flatFee,0,
1378,Public,None,2147483647,flatFee,0,
1378,Public,Level2,2147483647,flatFee,0,
1378,Residential,None,2147483647,flatFee,0,
1378,Residential,Level2,2147483647,flatFee,0,
1379,Workplace,None,2147483647,flatFee,0,
1379,Workplace,Level2,2147483647,flatFee,0,
1379,Public,None,2147483647,flatFee,0,
1379,Public,Level2,2147483647,flatFee,0,
1379,Residential,None,2147483647,flatFee,0,
1379,Residential,Level2,2147483647,flatFee,0,
1380,Workplace,None,2147483647,flatFee,0,
1380,Workplace,Level2,2147483647,flatFee,0,
1380,Public,None,2147483647,flatFee,0,
1380,Public,Level2,2147483647,flatFee,0,
1380,Residential,None,2147483647,flatFee,0,
1380,Residential,Level2,2147483647,flatFee,0,
1381,Workplace,None,2147483647,flatFee,0,
1381,Workplace,Level2,2147483647,flatFee,0,
1381,Public,None,2147483647,flatFee,0,
1381,Public,Level2,2147483647,flatFee,0,
1381,Residential,None,2147483647,flatFee,0,
1381,Residential,Level2,2147483647,flatFee,0,
1382,Workplace,None,2147483647,flatFee,0,
1382,Workplace,Level2,2147483647,flatFee,0,
1382,Public,None,2147483647,flatFee,0,
1382,Public,Level2,2147483647,flatFee,0,
1382,Residential,None,2147483647,flatFee,0,
1382,Residential,Level2,2147483647,flatFee,0,
1383,Workplace,None,2147483647,flatFee,0,
1383,Workplace,Level2,2147483647,flatFee,0,
1383,Public,None,2147483647,flatFee,0,
1383,Public,Level2,2147483647,flatFee,0,
1383,Residential,None,2147483647,flatFee,0,
1383,Residential,Level2,2147483647,flatFee,0,
1384,Workplace,None,2147483647,flatFee,0,
1384,Workplace,Level2,2147483647,flatFee,0,
1384,Public,None,2147483647,flatFee,0,
1384,Public,Level2,2147483647,flatFee,0,
1384,Residential,None,2147483647,flatFee,0,
1384,Residential,Level2,2147483647,flatFee,0,
1385,Workplace,None,2147483647,flatFee,0,
1385,Workplace,Level2,2147483647,flatFee,0,
1385,Public,None,2147483647,flatFee,0,
1385,Public,Level2,2147483647,flatFee,0,
1385,Residential,None,2147483647,flatFee,0,
1385,Residential,Level2,2147483647,flatFee,0,
1386,Workplace,None,2147483647,flatFee,0,
1386,Workplace,Level2,2147483647,flatFee,0,
1386,Public,None,2147483647,flatFee,0,
1386,Public,Level2,2147483647,flatFee,0,
1386,Residential,None,2147483647,flatFee,0,
1386,Residential,Level2,2147483647,flatFee,0,
1387,Workplace,None,2147483647,flatFee,0,
1387,Workplace,Level2,2147483647,flatFee,0,
1387,Public,None,2147483647,flatFee,0,
1387,Public,Level2,2147483647,flatFee,0,
1387,Residential,None,2147483647,flatFee,0,
1387,Residential,Level2,2147483647,flatFee,0,
1388,Workplace,None,2147483647,flatFee,0,
1388,Workplace,Level2,2147483647,flatFee,0,
1388,Public,None,2147483647,flatFee,0,
1388,Public,Level2,2147483647,flatFee,0,
1388,Residential,None,2147483647,flatFee,0,
1388,Residential,Level2,2147483647,flatFee,0,
1389,Workplace,None,2147483647,flatFee,0,
1389,Workplace,Level2,2147483647,flatFee,0,
1389,Public,None,2147483647,flatFee,0,
1389,Public,Level2,2147483647,flatFee,0,
1389,Residential,None,2147483647,flatFee,0,
1389,Residential,Level2,2147483647,flatFee,0,
1390,Workplace,None,2147483647,flatFee,0,
1390,Workplace,Level2,2147483647,flatFee,0,
1390,Public,None,2147483647,flatFee,0,
1390,Public,Level2,2147483647,flatFee,0,
1390,Residential,None,2147483647,flatFee,0,
1390,Residential,Level2,2147483647,flatFee,0,
1391,Workplace,None,2147483647,flatFee,0,
1391,Workplace,Level2,2147483647,flatFee,0,
1391,Public,None,2147483647,flatFee,0,
1391,Public,Level2,2147483647,flatFee,0,
1391,Residential,None,2147483647,flatFee,0,
1391,Residential,Level2,2147483647,flatFee,0,
1392,Workplace,None,2147483647,flatFee,0,
1392,Workplace,Level2,2147483647,flatFee,0,
1392,Public,None,2147483647,flatFee,0,
1392,Public,Level2,2147483647,flatFee,0,
1392,Residential,None,2147483647,flatFee,0,
1392,Residential,Level2,2147483647,flatFee,0,
1393,Workplace,None,2147483647,flatFee,0,
1393,Workplace,Level2,2147483647,flatFee,0,
1393,Public,None,2147483647,flatFee,0,
1393,Public,Level2,2147483647,flatFee,0,
1393,Residential,None,2147483647,flatFee,0,
1393,Residential,Level2,2147483647,flatFee,0,
1394,Workplace,None,2147483647,flatFee,0,
1394,Workplace,Level2,2147483647,flatFee,0,
1394,Public,None,2147483647,flatFee,0,
1394,Public,Level2,2147483647,flatFee,0,
1394,Residential,None,2147483647,flatFee,0,
1394,Residential,Level2,2147483647,flatFee,0,
1395,Workplace,None,2147483647,flatFee,0,
1395,Workplace,Level2,2147483647,flatFee,0,
1395,Public,None,2147483647,flatFee,0,
1395,Public,Level2,2147483647,flatFee,0,
1395,Residential,None,2147483647,flatFee,0,
1395,Residential,Level2,2147483647,flatFee,0,
1396,Workplace,None,2147483647,flatFee,0,
1396,Workplace,Level2,2147483647,flatFee,0,
1396,Public,None,2147483647,flatFee,0,
1396,Public,Level2,2147483647,flatFee,0,
1396,Residential,None,2147483647,flatFee,0,
1396,Residential,Level2,2147483647,flatFee,0,
1397,Workplace,None,2147483647,flatFee,0,
1397,Workplace,Level2,2147483647,flatFee,0,
1397,Public,None,2147483647,flatFee,0,
1397,Public,Level2,2147483647,flatFee,0,
1397,Residential,None,2147483647,flatFee,0,
1397,Residential,Level2,2147483647,flatFee,0,
1398,Workplace,None,2147483647,flatFee,0,
1398,Workplace,Level2,2147483647,flatFee,0,
1398,Public,None,2147483647,flatFee,0,
1398,Public,Level2,2147483647,flatFee,0,
1398,Residential,None,2147483647,flatFee,0,
1398,Residential,Level2,2147483647,flatFee,0,
1399,Workplace,None,2147483647,flatFee,0,
1399,Workplace,Level2,2147483647,flatFee,0,
1399,Public,None,2147483647,flatFee,0,
1399,Public,Level2,2147483647,flatFee,0,
1399,Residential,None,2147483647,flatFee,0,
1399,Residential,Level2,2147483647,flatFee,0,
1400,Workplace,None,2147483647,flatFee,0,
1400,Workplace,Level2,2147483647,flatFee,0,
1400,Public,None,2147483647,flatFee,0,
1400,Public,Level2,2147483647,flatFee,0,
1400,Residential,None,2147483647,flatFee,0,
1400,Residential,Level2,2147483647,flatFee,0,
1401,Workplace,None,2147483647,flatFee,0,
1401,Workplace,Level2,2147483647,flatFee,0,
1401,Public,None,2147483647,flatFee,0,
1401,Public,Level2,2147483647,flatFee,0,
1401,Residential,None,2147483647,flatFee,0,
1401,Residential,Level2,2147483647,flatFee,0,
1402,Workplace,None,2147483647,flatFee,0,
1402,Workplace,Level2,2147483647,flatFee,0,
1402,Public,None,2147483647,flatFee,0,
1402,Public,Level2,2147483647,flatFee,0,
1402,Residential,None,2147483647,flatFee,0,
1402,Residential,Level2,2147483647,flatFee,0,
1403,Workplace,None,2147483647,flatFee,0,
1403,Workplace,Level2,2147483647,flatFee,0,
1403,Public,None,2147483647,flatFee,0,
1403,Public,Level2,2147483647,flatFee,0,
1403,Residential,None,2147483647,flatFee,0,
1403,Residential,Level2,2147483647,flatFee,0,
1404,Workplace,None,2147483647,flatFee,0,
1404,Workplace,Level2,2147483647,flatFee,0,
1404,Public,None,2147483647,flatFee,0,
1404,Public,Level2,2147483647,flatFee,0,
1404,Residential,None,2147483647,flatFee,0,
1404,Residential,Level2,2147483647,flatFee,0,
1405,Workplace,None,2147483647,flatFee,0,
1405,Workplace,Level2,2147483647,flatFee,0,
1405,Public,None,2147483647,flatFee,0,
1405,Public,Level2,2147483647,flatFee,0,
1405,Residential,None,2147483647,flatFee,0,
1405,Residential,Level2,2147483647,flatFee,0,
1406,Workplace,None,2147483647,flatFee,0,
1406,Workplace,Level2,2147483647,flatFee,0,
1406,Public,None,2147483647,flatFee,0,
1406,Public,Level2,2147483647,flatFee,0,
1406,Residential,None,2147483647,flatFee,0,
1406,Residential,Level2,2147483647,flatFee,0,
1407,Workplace,None,2147483647,flatFee,0,
1407,Workplace,Level2,2147483647,flatFee,0,
1407,Public,None,2147483647,flatFee,0,
1407,Public,Level2,2147483647,flatFee,0,
1407,Residential,None,2147483647,flatFee,0,
1407,Residential,Level2,2147483647,flatFee,0,
1408,Workplace,None,2147483647,flatFee,0,
1408,Workplace,Level2,2147483647,flatFee,0,
1408,Public,None,2147483647,flatFee,0,
1408,Public,Level2,2147483647,flatFee,0,
1408,Residential,None,2147483647,flatFee,0,
1408,Residential,Level2,2147483647,flatFee,0,
1409,Workplace,None,2147483647,flatFee,0,
1409,Workplace,Level2,2147483647,flatFee,0,
1409,Public,None,2147483647,flatFee,0,
1409,Public,Level2,2147483647,flatFee,0,
1409,Residential,None,2147483647,flatFee,0,
1409,Residential,Level2,2147483647,flatFee,0,
1410,Workplace,None,2147483647,flatFee,0,
1410,Workplace,Level2,2147483647,flatFee,0,
1410,Public,None,2147483647,flatFee,0,
1410,Public,Level2,2147483647,flatFee,0,
1410,Residential,None,2147483647,flatFee,0,
1410,Residential,Level2,2147483647,flatFee,0,
1411,Workplace,None,2147483647,flatFee,0,
1411,Workplace,Level2,2147483647,flatFee,0,
1411,Public,None,2147483647,flatFee,0,
1411,Public,Level2,2147483647,flatFee,0,
1411,Residential,None,2147483647,flatFee,0,
1411,Residential,Level2,2147483647,flatFee,0,
1412,Workplace,None,2147483647,flatFee,0,
1412,Workplace,Level2,2147483647,flatFee,0,
1412,Public,None,2147483647,flatFee,0,
1412,Public,Level2,2147483647,flatFee,0,
1412,Residential,None,2147483647,flatFee,0,
1412,Residential,Level2,2147483647,flatFee,0,
1413,Workplace,None,2147483647,flatFee,0,
1413,Workplace,Level2,2147483647,flatFee,0,
1413,Public,None,2147483647,flatFee,0,
1413,Public,Level2,2147483647,flatFee,0,
1413,Residential,None,2147483647,flatFee,0,
1413,Residential,Level2,2147483647,flatFee,0,
1414,Workplace,None,2147483647,flatFee,0,
1414,Workplace,Level2,2147483647,flatFee,0,
1414,Public,None,2147483647,flatFee,0,
1414,Public,Level2,2147483647,flatFee,0,
1414,Residential,None,2147483647,flatFee,0,
1414,Residential,Level2,2147483647,flatFee,0,
1415,Workplace,None,2147483647,flatFee,0,
1415,Workplace,Level2,2147483647,flatFee,0,
1415,Public,None,2147483647,flatFee,0,
1415,Public,Level2,2147483647,flatFee,0,
1415,Residential,None,2147483647,flatFee,0,
1415,Residential,Level2,2147483647,flatFee,0,
1416,Workplace,None,2147483647,flatFee,0,
1416,Workplace,Level2,2147483647,flatFee,0,
1416,Public,None,2147483647,flatFee,0,
1416,Public,Level2,2147483647,flatFee,0,
1416,Residential,None,2147483647,flatFee,0,
1416,Residential,Level2,2147483647,flatFee,0,
1417,Workplace,None,2147483647,flatFee,0,
1417,Workplace,Level2,2147483647,flatFee,0,
1417,Public,None,2147483647,flatFee,0,
1417,Public,Level2,2147483647,flatFee,0,
1417,Residential,None,2147483647,flatFee,0,
1417,Residential,Level2,2147483647,flatFee,0,
1418,Workplace,None,2147483647,flatFee,0,
1418,Workplace,Level2,2147483647,flatFee,0,
1418,Public,None,2147483647,flatFee,0,
1418,Public,Level2,2147483647,flatFee,0,
1418,Residential,None,2147483647,flatFee,0,
1418,Residential,Level2,2147483647,flatFee,0,
1419,Workplace,None,2147483647,flatFee,0,
1419,Workplace,Level2,2147483647,flatFee,0,
1419,Public,None,2147483647,flatFee,0,
1419,Public,Level2,2147483647,flatFee,0,
1419,Residential,None,2147483647,flatFee,0,
1419,Residential,Level2,2147483647,flatFee,0,
1420,Workplace,None,2147483647,flatFee,0,
1420,Workplace,Level2,2147483647,flatFee,0,
1420,Public,None,2147483647,flatFee,0,
1420,Public,Level2,2147483647,flatFee,0,
1420,Residential,None,2147483647,flatFee,0,
1420,Residential,Level2,2147483647,flatFee,0,
1421,Workplace,None,2147483647,flatFee,0,
1421,Workplace,Level2,2147483647,flatFee,0,
1421,Public,None,2147483647,flatFee,0,
1421,Public,Level2,2147483647,flatFee,0,
1421,Residential,None,2147483647,flatFee,0,
1421,Residential,Level2,2147483647,flatFee,0,
1422,Workplace,None,2147483647,flatFee,0,
1422,Workplace,Level2,2147483647,flatFee,0,
1422,Public,None,2147483647,flatFee,0,
1422,Public,Level2,2147483647,flatFee,0,
1422,Residential,None,2147483647,flatFee,0,
1422,Residential,Level2,2147483647,flatFee,0,
1423,Workplace,None,2147483647,flatFee,0,
1423,Workplace,Level2,2147483647,flatFee,0,
1423,Public,None,2147483647,flatFee,0,
1423,Public,Level2,2147483647,flatFee,0,
1423,Residential,None,2147483647,flatFee,0,
1423,Residential,Level2,2147483647,flatFee,0,
1424,Workplace,None,2147483647,flatFee,0,
1424,Workplace,Level2,2147483647,flatFee,0,
1424,Public,None,2147483647,flatFee,0,
1424,Public,Level2,2147483647,flatFee,0,
1424,Residential,None,2147483647,flatFee,0,
1424,Residential,Level2,2147483647,flatFee,0,
1425,Workplace,None,2147483647,flatFee,0,
1425,Workplace,Level2,2147483647,flatFee,0,
1425,Public,None,2147483647,flatFee,0,
1425,Public,Level2,2147483647,flatFee,0,
1425,Residential,None,2147483647,flatFee,0,
1425,Residential,Level2,2147483647,flatFee,0,
1426,Workplace,None,2147483647,flatFee,0,
1426,Workplace,Level2,2147483647,flatFee,0,
1426,Public,None,2147483647,flatFee,0,
1426,Public,Level2,2147483647,flatFee,0,
1426,Residential,None,2147483647,flatFee,0,
1426,Residential,Level2,2147483647,flatFee,0,
1427,Workplace,None,2147483647,flatFee,0,
1427,Workplace,Level2,2147483647,flatFee,0,
1427,Public,None,2147483647,flatFee,0,
1427,Public,Level2,2147483647,flatFee,0,
1427,Residential,None,2147483647,flatFee,0,
1427,Residential,Level2,2147483647,flatFee,0,
1428,Workplace,None,2147483647,flatFee,0,
1428,Workplace,Level2,2147483647,flatFee,0,
1428,Public,None,2147483647,flatFee,0,
1428,Public,Level2,2147483647,flatFee,0,
1428,Residential,None,2147483647,flatFee,0,
1428,Residential,Level2,2147483647,flatFee,0,
1429,Workplace,None,2147483647,flatFee,0,
1429,Workplace,Level2,2147483647,flatFee,0,
1429,Public,None,2147483647,flatFee,0,
1429,Public,Level2,2147483647,flatFee,0,
1429,Residential,None,2147483647,flatFee,0,
1429,Residential,Level2,2147483647,flatFee,0,
1430,Workplace,None,2147483647,flatFee,0,
1430,Workplace,Level2,2147483647,flatFee,0,
1430,Public,None,2147483647,flatFee,0,
1430,Public,Level2,2147483647,flatFee,0,
1430,Residential,None,2147483647,flatFee,0,
1430,Residential,Level2,2147483647,flatFee,0,
1431,Workplace,None,2147483647,flatFee,0,
1431,Workplace,Level2,2147483647,flatFee,0,
1431,Public,None,2147483647,flatFee,0,
1431,Public,Level2,2147483647,flatFee,0,
1431,Residential,None,2147483647,flatFee,0,
1431,Residential,Level2,2147483647,flatFee,0,
1432,Workplace,None,2147483647,flatFee,0,
1432,Workplace,Level2,2147483647,flatFee,0,
1432,Public,None,2147483647,flatFee,0,
1432,Public,Level2,2147483647,flatFee,0,
1432,Residential,None,2147483647,flatFee,0,
1432,Residential,Level2,2147483647,flatFee,0,
1433,Workplace,None,2147483647,flatFee,0,
1433,Workplace,Level2,2147483647,flatFee,0,
1433,Public,None,2147483647,flatFee,0,
1433,Public,Level2,2147483647,flatFee,0,
1433,Residential,None,2147483647,flatFee,0,
1433,Residential,Level2,2147483647,flatFee,0,
1434,Workplace,None,2147483647,flatFee,0,
1434,Workplace,Level2,2147483647,flatFee,0,
1434,Public,None,2147483647,flatFee,0,
1434,Public,Level2,2147483647,flatFee,0,
1434,Residential,None,2147483647,flatFee,0,
1434,Residential,Level2,2147483647,flatFee,0,
1435,Workplace,None,2147483647,flatFee,0,
1435,Workplace,Level2,2147483647,flatFee,0,
1435,Public,None,2147483647,flatFee,0,
1435,Public,Level2,2147483647,flatFee,0,
1435,Residential,None,2147483647,flatFee,0,
1435,Residential,Level2,2147483647,flatFee,0,
1436,Workplace,None,2147483647,flatFee,0,
1436,Workplace,Level2,2147483647,flatFee,0,
1436,Public,None,2147483647,flatFee,0,
1436,Public,Level2,2147483647,flatFee,0,
1436,Residential,None,2147483647,flatFee,0,
1436,Residential,Level2,2147483647,flatFee,0,
1437,Workplace,None,2147483647,flatFee,0,
1437,Workplace,Level2,2147483647,flatFee,0,
1437,Public,None,2147483647,flatFee,0,
1437,Public,Level2,2147483647,flatFee,0,
1437,Residential,None,2147483647,flatFee,0,
1437,Residential,Level2,2147483647,flatFee,0,
1438,Workplace,None,2147483647,flatFee,0,
1438,Workplace,Level2,2147483647,flatFee,0,
1438,Public,None,2147483647,flatFee,0,
1438,Public,Level2,2147483647,flatFee,0,
1438,Residential,None,2147483647,flatFee,0,
1438,Residential,Level2,2147483647,flatFee,0,
1439,Workplace,None,2147483647,flatFee,0,
1439,Workplace,Level2,2147483647,flatFee,0,
1439,Public,None,2147483647,flatFee,0,
1439,Public,Level2,2147483647,flatFee,0,
1439,Residential,None,2147483647,flatFee,0,
1439,Residential,Level2,2147483647,flatFee,0,
1440,Workplace,None,2147483647,flatFee,0,
1440,Workplace,Level2,2147483647,flatFee,0,
1440,Public,None,2147483647,flatFee,0,
1440,Public,Level2,2147483647,flatFee,0,
1440,Residential,None,2147483647,flatFee,0,
1440,Residential,Level2,2147483647,flatFee,0,
1441,Workplace,None,2147483647,flatFee,0,
1441,Workplace,Level2,2147483647,flatFee,0,
1441,Public,None,2147483647,flatFee,0,
1441,Public,Level2,2147483647,flatFee,0,
1441,Residential,None,2147483647,flatFee,0,
1441,Residential,Level2,2147483647,flatFee,0,
1442,Workplace,None,2147483647,flatFee,0,
1442,Workplace,Level2,2147483647,flatFee,0,
1442,Public,None,2147483647,flatFee,0,
1442,Public,Level2,2147483647,flatFee,0,
1442,Residential,None,2147483647,flatFee,0,
1442,Residential,Level2,2147483647,flatFee,0,
1443,Workplace,None,2147483647,flatFee,0,
1443,Workplace,Level2,2147483647,flatFee,0,
1443,Public,None,2147483647,flatFee,0,
1443,Public,Level2,2147483647,flatFee,0,
1443,Residential,None,2147483647,flatFee,0,
1443,Residential,Level2,2147483647,flatFee,0,
1444,Workplace,None,2147483647,flatFee,0,
1444,Workplace,Level2,2147483647,flatFee,0,
1444,Public,None,2147483647,flatFee,0,
1444,Public,Level2,2147483647,flatFee,0,
1444,Residential,None,2147483647,flatFee,0,
1444,Residential,Level2,2147483647,flatFee,0,
1445,Workplace,None,2147483647,flatFee,0,
1445,Workplace,Level2,2147483647,flatFee,0,
1445,Public,None,2147483647,flatFee,0,
1445,Public,Level2,2147483647,flatFee,0,
1445,Residential,None,2147483647,flatFee,0,
1445,Residential,Level2,2147483647,flatFee,0,
1446,Workplace,None,2147483647,flatFee,0,
1446,Workplace,Level2,2147483647,flatFee,0,
1446,Public,None,2147483647,flatFee,0,
1446,Public,Level2,2147483647,flatFee,0,
1446,Residential,None,2147483647,flatFee,0,
1446,Residential,Level2,2147483647,flatFee,0,
1447,Workplace,None,2147483647,flatFee,0,
1447,Workplace,Level2,2147483647,flatFee,0,
1447,Public,None,2147483647,flatFee,0,
1447,Public,Level2,2147483647,flatFee,0,
1447,Residential,None,2147483647,flatFee,0,
1447,Residential,Level2,2147483647,flatFee,0,
1448,Workplace,None,2147483647,flatFee,0,
1448,Workplace,Level2,2147483647,flatFee,0,
1448,Public,None,2147483647,flatFee,0,
1448,Public,Level2,2147483647,flatFee,0,
1448,Residential,None,2147483647,flatFee,0,
1448,Residential,Level2,2147483647,flatFee,0,
1449,Workplace,None,2147483647,flatFee,0,
1449,Workplace,Level2,2147483647,flatFee,0,
1449,Public,None,2147483647,flatFee,0,
1449,Public,Level2,2147483647,flatFee,0,
1449,Residential,None,2147483647,flatFee,0,
1449,Residential,Level2,2147483647,flatFee,0,
1450,Workplace,None,2147483647,flatFee,0,
1450,Workplace,Level2,2147483647,flatFee,0,
1450,Public,None,2147483647,flatFee,0,
1450,Public,Level2,2147483647,flatFee,0,
1450,Residential,None,2147483647,flatFee,0,
1450,Residential,Level2,2147483647,flatFee,0,
1451,Workplace,None,2147483647,flatFee,0,
1451,Workplace,Level2,2147483647,flatFee,0,
1451,Public,None,2147483647,flatFee,0,
1451,Public,Level2,2147483647,flatFee,0,
1451,Residential,None,2147483647,flatFee,0,
1451,Residential,Level2,2147483647,flatFee,0,
1452,Workplace,None,2147483647,flatFee,0,
1452,Workplace,Level2,2147483647,flatFee,0,
1452,Public,None,2147483647,flatFee,0,
1452,Public,Level2,2147483647,flatFee,0,
1452,Residential,None,2147483647,flatFee,0,
1452,Residential,Level2,2147483647,flatFee,0,
1453,Workplace,None,2147483647,flatFee,0,
1453,Workplace,Level2,2147483647,flatFee,0,
1453,Public,None,2147483647,flatFee,0,
1453,Public,Level2,2147483647,flatFee,0,
1453,Residential,None,2147483647,flatFee,0,
1453,Residential,Level2,2147483647,flatFee,0,
1454,Workplace,None,2147483647,flatFee,0,
1454,Workplace,Level2,2147483647,flatFee,0,
1454,Public,None,2147483647,flatFee,0,
1454,Public,Level2,2147483647,flatFee,0,
1454,Residential,None,2147483647,flatFee,0,
1454,Residential,Level2,2147483647,flatFee,0,
1455,Workplace,None,2147483647,flatFee,0,
1455,Workplace,Level2,2147483647,flatFee,0,
1455,Public,None,2147483647,flatFee,0,
1455,Public,Level2,2147483647,flatFee,0,
1455,Residential,None,2147483647,flatFee,0,
1455,Residential,Level2,2147483647,flatFee,0,
1456,Workplace,None,2147483647,flatFee,0,
1456,Workplace,Level2,2147483647,flatFee,0,
1456,Public,None,2147483647,flatFee,0,
1456,Public,Level2,2147483647,flatFee,0,
1456,Residential,None,2147483647,flatFee,0,
1456,Residential,Level2,2147483647,flatFee,0,
1457,Workplace,None,2147483647,flatFee,0,
1457,Workplace,Level2,2147483647,flatFee,0,
1457,Public,None,2147483647,flatFee,0,
1457,Public,Level2,2147483647,flatFee,0,
1457,Residential,None,2147483647,flatFee,0,
1457,Residential,Level2,2147483647,flatFee,0,
1458,Workplace,None,2147483647,flatFee,0,
1458,Workplace,Level2,2147483647,flatFee,0,
1458,Public,None,2147483647,flatFee,0,
1458,Public,Level2,2147483647,flatFee,0,
1458,Residential,None,2147483647,flatFee,0,
1458,Residential,Level2,2147483647,flatFee,0,
1459,Workplace,None,2147483647,flatFee,0,
1459,Workplace,Level2,2147483647,flatFee,0,
1459,Public,None,2147483647,flatFee,0,
1459,Public,Level2,2147483647,flatFee,0,
1459,Residential,None,2147483647,flatFee,0,
1459,Residential,Level2,2147483647,flatFee,0,
1460,Workplace,None,2147483647,flatFee,0,
1460,Workplace,Level2,2147483647,flatFee,0,
1460,Public,None,2147483647,flatFee,0,
1460,Public,Level2,2147483647,flatFee,0,
1460,Residential,None,2147483647,flatFee,0,
1460,Residential,Level2,2147483647,flatFee,0,
1461,Workplace,None,2147483647,flatFee,0,
1461,Workplace,Level2,2147483647,flatFee,0,
1461,Public,None,2147483647,flatFee,0,
1461,Public,Level2,2147483647,flatFee,0,
1461,Residential,None,2147483647,flatFee,0,
1461,Residential,Level2,2147483647,flatFee,0,
1462,Workplace,None,2147483647,flatFee,0,
1462,Workplace,Level2,2147483647,flatFee,0,
1462,Public,None,2147483647,flatFee,0,
1462,Public,Level2,2147483647,flatFee,0,
1462,Residential,None,2147483647,flatFee,0,
1462,Residential,Level2,2147483647,flatFee,0,
1463,Workplace,None,2147483647,flatFee,0,
1463,Workplace,Level2,2147483647,flatFee,0,
1463,Public,None,2147483647,flatFee,0,
1463,Public,Level2,2147483647,flatFee,0,
1463,Residential,None,2147483647,flatFee,0,
1463,Residential,Level2,2147483647,flatFee,0,
1464,Workplace,None,2147483647,flatFee,0,
1464,Workplace,Level2,2147483647,flatFee,0,
1464,Public,None,2147483647,flatFee,0,
1464,Public,Level2,2147483647,flatFee,0,
1464,Residential,None,2147483647,flatFee,0,
1464,Residential,Level2,2147483647,flatFee,0,
1465,Workplace,None,2147483647,flatFee,0,
1465,Workplace,Level2,2147483647,flatFee,0,
1465,Public,None,2147483647,flatFee,0,
1465,Public,Level2,2147483647,flatFee,0,
1465,Residential,None,2147483647,flatFee,0,
1465,Residential,Level2,2147483647,flatFee,0,
1466,Workplace,None,2147483647,flatFee,0,
1466,Workplace,Level2,2147483647,flatFee,0,
1466,Public,None,2147483647,flatFee,0,
1466,Public,Level2,2147483647,flatFee,0,
1466,Residential,None,2147483647,flatFee,0,
1466,Residential,Level2,2147483647,flatFee,0,
1467,Workplace,None,2147483647,flatFee,0,
1467,Workplace,Level2,2147483647,flatFee,0,
1467,Public,None,2147483647,flatFee,0,
1467,Public,Level2,2147483647,flatFee,0,
1467,Residential,None,2147483647,flatFee,0,
1467,Residential,Level2,2147483647,flatFee,0,
1468,Workplace,None,2147483647,flatFee,0,
1468,Workplace,Level2,2147483647,flatFee,0,
1468,Public,None,2147483647,flatFee,0,
1468,Public,Level2,2147483647,flatFee,0,
1468,Residential,None,2147483647,flatFee,0,
1468,Residential,Level2,2147483647,flatFee,0,
1469,Workplace,None,2147483647,flatFee,0,
1469,Workplace,Level2,2147483647,flatFee,0,
1469,Public,None,2147483647,flatFee,0,
1469,Public,Level2,2147483647,flatFee,0,
1469,Residential,None,2147483647,flatFee,0,
1469,Residential,Level2,2147483647,flatFee,0,
1470,Workplace,None,2147483647,flatFee,0,
1470,Workplace,Level2,2147483647,flatFee,0,
1470,Public,None,2147483647,flatFee,0,
1470,Public,Level2,2147483647,flatFee,0,
1470,Residential,None,2147483647,flatFee,0,
1470,Residential,Level2,2147483647,flatFee,0,
1471,Workplace,None,2147483647,flatFee,0,
1471,Workplace,Level2,2147483647,flatFee,0,
1471,Public,None,2147483647,flatFee,0,
1471,Public,Level2,2147483647,flatFee,0,
1471,Residential,None,2147483647,flatFee,0,
1471,Residential,Level2,2147483647,flatFee,0,
1472,Workplace,None,2147483647,flatFee,0,
1472,Workplace,Level2,2147483647,flatFee,0,
1472,Public,None,2147483647,flatFee,0,
1472,Public,Level2,2147483647,flatFee,0,
1472,Residential,None,2147483647,flatFee,0,
1472,Residential,Level2,2147483647,flatFee,0,
1473,Workplace,None,2147483647,flatFee,0,
1473,Workplace,Level2,2147483647,flatFee,0,
1473,Public,None,2147483647,flatFee,0,
1473,Public,Level2,2147483647,flatFee,0,
1473,Residential,None,2147483647,flatFee,0,
1473,Residential,Level2,2147483647,flatFee,0,
1474,Workplace,None,2147483647,flatFee,0,
1474,Workplace,Level2,2147483647,flatFee,0,
1474,Public,None,2147483647,flatFee,0,
1474,Public,Level2,2147483647,flatFee,0,
1474,Residential,None,2147483647,flatFee,0,
1474,Residential,Level2,2147483647,flatFee,0,
1475,Workplace,None,2147483647,flatFee,0,
1475,Workplace,Level2,2147483647,flatFee,0,
1475,Public,None,2147483647,flatFee,0,
1475,Public,Level2,2147483647,flatFee,0,
1475,Residential,None,2147483647,flatFee,0,
1475,Residential,Level2,2147483647,flatFee,0,
1476,Workplace,None,2147483647,flatFee,0,
1476,Workplace,Level2,2147483647,flatFee,0,
1476,Public,None,2147483647,flatFee,0,
1476,Public,Level2,2147483647,flatFee,0,
1476,Residential,None,2147483647,flatFee,0,
1476,Residential,Level2,2147483647,flatFee,0,
